# z mu sigma
1.934084 21.048857 0.146003
1.934087 21.089005 0.146003
1.934103 21.047110 0.146004
1.934105 20.993026 0.146004
1.934114 20.955469 0.146004
1.934120 20.863367 0.146004
1.934137 20.835275 0.146005
1.934138 20.732810 0.146005
1.934149 20.961082 0.146005
1.934170 20.881534 0.146006
1.934192 20.793725 0.146007
1.934195 20.904342 0.146007
1.934220 20.846056 0.146008
1.934239 20.759323 0.146009
1.934243 20.951855 0.146009
1.934253 20.941146 0.146010
1.934256 21.119795 0.146010
1.934282 20.836127 0.146011
1.934285 20.797524 0.146011
1.934305 20.796420 0.146012
1.934316 21.033818 0.146012
1.934324 21.152640 0.146012
1.934334 20.829311 0.146013
1.934361 20.899853 0.146014
1.934361 20.633866 0.146014
1.934396 20.999099 0.146015
1.934397 20.975765 0.146015
1.934407 20.874887 0.146016
1.934437 21.160169 0.146017
1.934452 21.056980 0.146018
1.934458 20.952876 0.146018
1.934460 21.194410 0.146018
1.934466 21.069712 0.146018
1.934470 20.807912 0.146018
1.934478 20.845201 0.146019
1.934479 20.700606 0.146019
1.934488 20.837957 0.146019
1.934491 20.912535 0.146019
1.934551 21.058847 0.146022
1.934563 20.806439 0.146022
1.934570 20.916891 0.146022
1.934572 20.910354 0.146022
1.934609 20.949999 0.146024
1.934636 20.695094 0.146025
1.934685 20.745577 0.146027
1.934710 21.082721 0.146028
1.934726 20.806231 0.146029
1.934732 20.917188 0.146029
1.934737 21.106259 0.146029
1.934746 21.171533 0.146029
1.934759 21.014132 0.146030
1.934760 20.934617 0.146030
1.934786 21.066832 0.146031
1.934795 20.929845 0.146031
1.934798 21.208000 0.146031
1.934798 21.020427 0.146031
1.934809 21.054739 0.146032
1.934815 21.072263 0.146032
1.934825 21.084147 0.146033
1.934828 20.955385 0.146033
1.934838 21.097405 0.146033
1.934841 20.739198 0.146033
1.934843 21.206028 0.146033
1.934855 21.012174 0.146034
1.934884 20.765664 0.146035
1.934890 21.216835 0.146035
1.934907 20.942822 0.146036
1.934914 20.667639 0.146036
1.934923 20.933452 0.146036
1.934926 20.866022 0.146037
1.934980 21.033922 0.146039
1.935021 20.875789 0.146040
1.935028 20.731004 0.146041
1.935041 21.061179 0.146041
1.935083 20.935905 0.146043
1.935086 20.957378 0.146043
1.935088 20.982439 0.146043
1.935099 20.878561 0.146043
1.935121 20.839292 0.146044
1.935126 21.239047 0.146045
1.935129 20.888658 0.146045
1.935142 20.883736 0.146045
1.935154 21.025607 0.146046
1.935179 20.960733 0.146047
1.935213 20.919116 0.146048
1.935218 21.046400 0.146048
1.935236 21.148455 0.146049
1.935274 21.099660 0.146051
1.935286 20.847594 0.146051
1.935351 20.876044 0.146054
1.935374 20.787590 0.146054
1.935397 20.824741 0.146055
1.935398 21.007673 0.146055
1.935402 21.014009 0.146056
1.935419 20.960853 0.146056
1.935424 21.034293 0.146057
1.935442 20.689508 0.146057
1.935463 20.694114 0.146058
1.935465 21.124904 0.146058
1.935496 20.975233 0.146059
1.935509 21.032279 0.146060
1.935514 20.743267 0.146060
1.935524 20.763029 0.146060
1.935537 21.073416 0.146061
1.935570 20.701839 0.146062
1.935572 20.576778 0.146062
1.935575 20.789527 0.146063
1.935592 20.882538 0.146063
1.935592 21.149623 0.146063
1.935621 20.873226 0.146064
1.935676 20.754158 0.146067
1.935711 20.859098 0.146068
1.935718 20.690310 0.146068
1.935769 20.756808 0.146070
1.935776 20.794679 0.146071
1.935791 20.866060 0.146071
1.935796 21.050679 0.146071
1.935801 20.625352 0.146072
1.935802 20.984708 0.146072
1.935809 20.727095 0.146072
1.935810 20.698281 0.146072
1.935820 21.003063 0.146072
1.935823 21.004496 0.146073
1.935830 20.919141 0.146073
1.935837 21.223546 0.146073
1.935852 20.842323 0.146074
1.935855 21.052620 0.146074
1.935866 20.967018 0.146074
1.935881 20.748020 0.146075
1.935888 20.996710 0.146075
1.935894 21.183551 0.146075
1.935918 20.910616 0.146076
1.935927 21.126241 0.146077
1.935943 20.811525 0.146077
1.935959 20.751489 0.146078
1.935966 20.645288 0.146078
1.935977 20.845861 0.146079
1.936012 20.893976 0.146080
1.936017 20.977854 0.146080
1.936029 20.916129 0.146081
1.936047 20.870383 0.146081
1.936071 20.968100 0.146082
1.936082 20.794682 0.146083
1.936097 20.630364 0.146083
1.936117 20.996073 0.146084
1.936134 20.985349 0.146085
1.936136 21.013157 0.146085
1.936164 20.914678 0.146086
1.936168 20.997947 0.146086
1.936171 20.908337 0.146086
1.936172 20.836001 0.146086
1.936188 21.113252 0.146087
1.936237 20.832610 0.146089
1.936256 20.885493 0.146090
1.936261 20.755851 0.146090
1.936276 20.843979 0.146091
1.936281 21.074018 0.146091
1.936314 20.810541 0.146092
1.936326 20.923054 0.146093
1.936327 20.985020 0.146093
1.936344 21.048884 0.146093
1.936354 21.016816 0.146094
1.936355 20.986280 0.146094
1.936359 20.846205 0.146094
1.936368 20.854569 0.146094
1.936382 20.657830 0.146095
1.936401 20.742052 0.146096
1.936409 21.049248 0.146096
1.936416 20.975423 0.146096
1.936421 21.213824 0.146096
1.936444 20.741416 0.146097
1.936463 20.970301 0.146098
1.936492 21.050057 0.146099
1.936495 21.086057 0.146099
1.936531 21.018247 0.146101
1.936548 20.975303 0.146102
1.936552 21.033874 0.146102
1.936561 20.830641 0.146102
1.936572 20.932209 0.146103
1.936585 20.979274 0.146103
1.936585 20.902019 0.146103
1.936598 21.195991 0.146104
1.936639 20.912750 0.146105
1.936652 20.998914 0.146106
1.936659 20.986829 0.146106
1.936678 21.015299 0.146107
1.936688 20.993598 0.146107
1.936690 20.988286 0.146107
1.936695 20.904573 0.146107
1.936699 20.674346 0.146108
1.936700 21.125482 0.146108
1.936722 20.945944 0.146109
1.936769 20.812636 0.146110
1.936778 21.025050 0.146111
1.936793 21.128429 0.146111
1.936811 21.088064 0.146112
1.936816 20.669499 0.146112
1.936831 20.810160 0.146113
1.936833 20.803429 0.146113
1.936834 20.946697 0.146113
1.936839 20.962431 0.146113
1.936843 21.136853 0.146113
1.936866 21.165819 0.146114
1.936879 20.873369 0.146115
1.936922 20.884084 0.146117
1.936954 20.755551 0.146118
1.936954 20.996575 0.146118
1.936959 20.716580 0.146118
1.936987 20.861264 0.146119
1.936995 20.743672 0.146119
1.937023 20.926295 0.146121
1.937042 20.968924 0.146121
1.937059 21.053580 0.146122
1.937064 20.899413 0.146122
1.937112 21.032207 0.146124
1.937113 21.096760 0.146124
1.937115 20.874853 0.146124
1.937127 20.996870 0.146125
1.937153 20.794662 0.146126
1.937155 21.058309 0.146126
1.937160 20.731155 0.146126
1.937167 21.046227 0.146126
1.937187 21.073744 0.146127
1.937225 21.107894 0.146129
1.937245 20.920111 0.146129
1.937257 20.738180 0.146130
1.937268 21.282320 0.146130
1.937291 21.050484 0.146131
1.937298 21.192606 0.146132
1.937301 20.899387 0.146132
1.937342 21.228321 0.146133
1.937370 20.918366 0.146135
1.937377 20.992272 0.146135
1.937379 21.160225 0.146135
1.937423 20.824863 0.146137
1.937424 20.808510 0.146137
1.937446 20.950868 0.146138
1.937447 20.977673 0.146138
1.937453 21.028082 0.146138
1.937466 21.216769 0.146138
1.937468 20.953493 0.146138
1.937486 20.934448 0.146139
1.937498 21.034130 0.146140
1.937499 20.995145 0.146140
1.937524 21.010365 0.146141
1.937550 21.015969 0.146142
1.937551 21.031450 0.146142
1.937553 20.557335 0.146142
1.937569 21.101916 0.146143
1.937573 20.858240 0.146143
1.937587 20.890484 0.146143
1.937602 20.622662 0.146144
1.937607 21.109464 0.146144
1.937612 20.647333 0.146144
1.937646 20.740598 0.146146
1.937653 21.022269 0.146146
1.937654 21.021657 0.146146
1.937677 20.850517 0.146147
1.937708 21.044542 0.146148
1.937710 21.058795 0.146148
1.937712 21.262209 0.146148
1.937733 20.566793 0.146149
1.937763 20.974219 0.146150
1.937777 21.395505 0.146151
1.937783 20.943652 0.146151
1.937783 20.954141 0.146151
1.937805 20.872162 0.146152
1.937809 20.824412 0.146152
1.937812 20.960341 0.146152
1.937824 21.041043 0.146153
1.937847 20.880992 0.146154
1.937856 20.961421 0.146154
1.937857 20.723225 0.146154
1.937867 21.084030 0.146154
1.937898 21.040126 0.146156
1.937899 20.735226 0.146156
1.937913 20.978495 0.146156
1.937932 20.893594 0.146157
1.937956 20.990325 0.146158
1.937963 20.824107 0.146158
1.938036 20.612992 0.146161
1.938054 21.095086 0.146162
1.938059 21.105300 0.146162
1.938082 20.813850 0.146163
1.938082 20.997453 0.146163
1.938093 20.984525 0.146164
1.938100 20.899453 0.146164
1.938103 21.160571 0.146164
1.938110 20.926517 0.146164
1.938130 20.981816 0.146165
1.938140 20.861848 0.146165
1.938176 20.968274 0.146167
1.938180 21.016541 0.146167
1.938243 20.831585 0.146170
1.938248 20.574802 0.146170
1.938253 21.013839 0.146170
1.938254 20.877083 0.146170
1.938260 20.868397 0.146170
1.938278 21.216679 0.146171
1.938329 20.784068 0.146173
1.938331 20.805080 0.146173
1.938339 20.809083 0.146173
1.938369 21.026539 0.146175
1.938374 21.005847 0.146175
1.938375 20.704493 0.146175
1.938376 21.001891 0.146175
1.938380 20.849252 0.146175
1.938388 20.886811 0.146175
1.938398 21.079152 0.146176
1.938399 20.686445 0.146176
1.938414 20.956792 0.146176
1.938425 20.925230 0.146177
1.938426 21.092118 0.146177
1.938427 20.798645 0.146177
1.938434 20.982227 0.146177
1.938451 20.886533 0.146178
1.938458 21.019531 0.146178
1.938487 20.935663 0.146179
1.938492 20.946271 0.146180
1.938516 20.818416 0.146180
1.938518 20.897291 0.146181
1.938520 20.905586 0.146181
1.938522 21.144719 0.146181
1.938537 20.707414 0.146181
1.938538 21.007011 0.146181
1.938564 20.831145 0.146182
1.938572 21.188238 0.146183
1.938576 20.739944 0.146183
1.938577 20.888095 0.146183
1.938596 20.919401 0.146184
1.938603 20.855435 0.146184
1.938606 20.820168 0.146184
1.938612 21.047522 0.146184
1.938635 21.032127 0.146185
1.938656 20.617913 0.146186
1.938688 20.693699 0.146187
1.938688 20.813242 0.146187
1.938694 20.952748 0.146188
1.938774 20.717213 0.146191
1.938791 20.941869 0.146192
1.938792 20.796144 0.146192
1.938792 20.682603 0.146192
1.938796 21.107795 0.146192
1.938801 20.968379 0.146192
1.938826 21.037313 0.146193
1.938842 20.835493 0.146194
1.938848 20.990962 0.146194
1.938855 20.701058 0.146194
1.938904 20.803197 0.146196
1.938959 21.097719 0.146198
1.938970 20.992958 0.146199
1.938990 20.956204 0.146200
1.938996 20.615559 0.146200
1.939019 21.119862 0.146201
1.939040 20.922480 0.146201
1.939042 21.135968 0.146202
1.939095 21.089257 0.146204
1.939115 21.064677 0.146204
1.939124 20.970056 0.146205
1.939144 21.058893 0.146206
1.939147 20.850658 0.146206
1.939172 21.086021 0.146207
1.939202 20.805148 0.146208
1.939205 20.947167 0.146208
1.939213 20.930077 0.146208
1.939244 20.945772 0.146210
1.939250 20.891607 0.146210
1.939310 20.948113 0.146212
1.939321 20.947249 0.146213
1.939326 21.045119 0.146213
1.939330 20.957490 0.146213
1.939345 21.008663 0.146214
1.939378 20.703896 0.146215
1.939395 21.073523 0.146216
1.939397 20.736051 0.146216
1.939451 20.736346 0.146218
1.939523 20.765149 0.146221
1.939567 20.838018 0.146223
1.939572 21.049494 0.146223
1.939578 20.794303 0.146223
1.939579 20.691019 0.146223
1.939580 21.091498 0.146223
1.939623 20.666274 0.146225
1.939623 20.930068 0.146225
1.939642 20.815369 0.146226
1.939659 21.066901 0.146226
1.939662 21.182433 0.146226
1.939675 20.742179 0.146227
1.939694 20.793294 0.146228
1.939698 20.815275 0.146228
1.939718 20.934642 0.146229
1.939723 20.871717 0.146229
1.939728 21.032757 0.146229
1.939764 20.824869 0.146231
1.939766 20.860171 0.146231
1.939798 21.050523 0.146232
1.939810 20.878754 0.146232
1.939817 20.960492 0.146233
1.939829 20.924589 0.146233
1.939835 20.887405 0.146233
1.939898 20.973767 0.146236
1.939900 21.056785 0.146236
1.939904 21.063690 0.146236
1.939911 21.041024 0.146236
1.939915 21.023979 0.146237
1.939922 20.835176 0.146237
1.939945 21.053690 0.146238
1.939948 20.882627 0.146238
1.939951 20.731043 0.146238
1.939952 21.019160 0.146238
1.939966 20.948938 0.146239
1.939971 20.948023 0.146239
1.939982 20.548097 0.146239
1.939987 21.021827 0.146240
1.940013 20.927666 0.146241
1.940020 21.213173 0.146241
1.940062 20.915996 0.146243
1.940077 20.854883 0.146243
1.940112 21.124094 0.146245
1.940123 20.941756 0.146245
1.940144 21.021394 0.146246
1.940172 21.046491 0.146247
1.940203 20.898709 0.146248
1.940218 20.975387 0.146249
1.940221 20.856969 0.146249
1.940245 21.048871 0.146250
1.940291 20.712760 0.146252
1.940300 21.191104 0.146252
1.940311 20.965752 0.146252
1.940391 20.874098 0.146256
1.940402 20.959548 0.146256
1.940423 20.941626 0.146257
1.940431 20.840399 0.146257
1.940441 21.180047 0.146258
1.940462 20.822087 0.146259
1.940471 20.760129 0.146259
1.940471 21.025148 0.146259
1.940476 20.890826 0.146259
1.940486 20.842691 0.146260
1.940490 20.857852 0.146260
1.940491 21.010623 0.146260
1.940549 20.865091 0.146262
1.940558 21.002165 0.146262
1.940594 20.805932 0.146264
1.940597 20.790913 0.146264
1.940598 20.824612 0.146264
1.940617 20.819020 0.146265
1.940631 21.027219 0.146265
1.940638 20.992884 0.146266
1.940642 21.149669 0.146266
1.940644 20.830805 0.146266
1.940652 20.929777 0.146266
1.940702 20.905357 0.146268
1.940789 20.529668 0.146272
1.940805 20.820014 0.146272
1.940819 20.956065 0.146273
1.940893 20.949324 0.146276
1.940900 20.818886 0.146276
1.940901 20.901939 0.146276
1.940904 20.740534 0.146276
1.940919 21.182146 0.146277
1.940928 20.944517 0.146277
1.940929 20.898049 0.146277
1.940930 20.992186 0.146277
1.940972 21.105189 0.146279
1.940981 20.965502 0.146279
1.940983 21.016365 0.146279
1.940986 20.883117 0.146280
1.941048 20.830680 0.146282
1.941053 20.823745 0.146282
1.941054 20.738701 0.146282
1.941058 20.891979 0.146282
1.941068 20.952262 0.146283
1.941091 20.981588 0.146284
1.941092 20.772473 0.146284
1.941094 20.977362 0.146284
1.941100 21.020391 0.146284
1.941123 20.871438 0.146285
1.941132 20.851343 0.146285
1.941133 21.033262 0.146285
1.941140 21.040477 0.146286
1.941148 20.937322 0.146286
1.941187 20.832510 0.146288
1.941189 20.990383 0.146288
1.941206 21.003396 0.146288
1.941214 20.754792 0.146289
1.941250 21.114587 0.146290
1.941254 20.798859 0.146290
1.941258 21.119266 0.146290
1.941273 20.950128 0.146291
1.941275 20.803154 0.146291
1.941284 20.767100 0.146292
1.941328 21.005318 0.146293
1.941343 20.839268 0.146294
1.941346 21.199113 0.146294
1.941352 21.072996 0.146294
1.941354 21.144711 0.146294
1.941357 20.973709 0.146294
1.941362 21.091603 0.146295
1.941364 20.736867 0.146295
1.941384 20.783825 0.146296
1.941395 21.124515 0.146296
1.941411 20.995043 0.146297
1.941413 21.071028 0.146297
1.941417 20.969438 0.146297
1.941464 20.919484 0.146299
1.941479 20.808564 0.146299
1.941481 20.877064 0.146299
1.941499 20.999934 0.146300
1.941505 20.957851 0.146300
1.941517 21.159415 0.146301
1.941531 21.259508 0.146301
1.941554 20.716734 0.146302
1.941577 21.061653 0.146303
1.941581 21.061219 0.146303
1.941608 21.078310 0.146305
1.941617 20.926625 0.146305
1.941624 20.937413 0.146305
1.941626 20.547160 0.146305
1.941628 20.718604 0.146305
1.941636 20.941275 0.146306
1.941636 20.820094 0.146306
1.941641 21.067330 0.146306
1.941651 20.808900 0.146306
1.941653 21.058768 0.146306
1.941661 21.273620 0.146307
1.941672 20.951480 0.146307
1.941672 20.678808 0.146307
1.941681 20.867692 0.146307
1.941698 20.889872 0.146308
1.941712 21.071403 0.146309
1.941723 20.914364 0.146309
1.941755 20.767749 0.146310
1.941801 21.052296 0.146312
1.941814 20.783859 0.146313
1.941861 20.820648 0.146315
1.941881 20.991599 0.146315
1.941908 20.915055 0.146317
1.941912 21.103684 0.146317
1.941927 20.993462 0.146317
1.941945 20.971504 0.146318
1.941963 20.899122 0.146319
1.941974 20.849648 0.146319
1.942001 20.852950 0.146320
1.942043 20.903215 0.146322
1.942046 20.738076 0.146322
1.942056 21.187070 0.146323
1.942066 20.962114 0.146323
1.942089 21.238696 0.146324
1.942091 20.668477 0.146324
1.942097 21.066491 0.146324
1.942114 20.654875 0.146325
1.942171 20.991035 0.146327
1.942174 21.037717 0.146327
1.942185 20.800426 0.146328
1.942192 21.023613 0.146328
1.942201 21.098179 0.146328
1.942227 21.101131 0.146329
1.942235 20.790485 0.146330
1.942238 21.004768 0.146330
1.942246 21.072035 0.146330
1.942255 20.814457 0.146331
1.942274 20.931028 0.146331
1.942330 21.002619 0.146334
1.942361 20.989478 0.146335
1.942362 20.858225 0.146335
1.942378 20.774566 0.146335
1.942392 20.926363 0.146336
1.942446 21.074162 0.146338
1.942478 20.816024 0.146339
1.942495 20.989587 0.146340
1.942504 21.222407 0.146341
1.942504 21.033474 0.146341
1.942515 21.029542 0.146341
1.942517 20.625748 0.146341
1.942524 20.950115 0.146341
1.942564 21.110259 0.146343
1.942606 20.831879 0.146345
1.942609 20.514848 0.146345
1.942609 20.825673 0.146345
1.942631 21.111367 0.146346
1.942637 20.793206 0.146346
1.942637 20.887640 0.146346
1.942657 21.001145 0.146347
1.942662 20.794686 0.146347
1.942664 20.869443 0.146347
1.942668 21.031458 0.146347
1.942690 20.777404 0.146348
1.942706 20.838240 0.146349
1.942710 20.944914 0.146349
1.942720 21.128825 0.146349
1.942722 21.081317 0.146349
1.942738 20.743059 0.146350
1.942742 20.866178 0.146350
1.942780 20.959324 0.146352
1.942806 20.805466 0.146353
1.942809 20.959957 0.146353
1.942816 20.919766 0.146353
1.942821 20.815323 0.146353
1.942824 20.915515 0.146353
1.942825 20.947286 0.146353
1.942832 21.038669 0.146354
1.942833 20.994935 0.146354
1.942848 20.929006 0.146354
1.942864 20.999002 0.146355
1.942871 21.059208 0.146355
1.942875 20.840292 0.146355
1.942875 20.861750 0.146355
1.942883 20.821266 0.146356
1.942888 20.831448 0.146356
1.942913 21.254295 0.146357
1.942917 20.652541 0.146357
1.942922 20.795670 0.146357
1.942927 21.229188 0.146358
1.942980 20.813319 0.146360
1.942985 20.771081 0.146360
1.942996 20.994712 0.146360
1.943000 20.887572 0.146360
1.943051 20.965285 0.146362
1.943075 20.934244 0.146363
1.943084 21.081023 0.146364
1.943087 20.867991 0.146364
1.943093 20.969555 0.146364
1.943110 20.694547 0.146365
1.943115 20.915195 0.146365
1.943136 20.839371 0.146366
1.943138 21.113600 0.146366
1.943156 20.874924 0.146367
1.943159 21.075420 0.146367
1.943220 20.597750 0.146369
1.943221 20.826935 0.146369
1.943228 21.133622 0.146370
1.943239 20.735907 0.146370
1.943244 20.988514 0.146370
1.943251 21.029504 0.146371
1.943261 21.065117 0.146371
1.943283 20.951343 0.146372
1.943295 21.064345 0.146372
1.943307 20.990028 0.146373
1.943311 20.886831 0.146373
1.943354 21.127450 0.146375
1.943357 21.292595 0.146375
1.943375 20.910380 0.146375
1.943376 21.211127 0.146376
1.943398 20.789414 0.146376
1.943429 20.953619 0.146378
1.943480 20.763717 0.146380
1.943480 20.803948 0.146380
1.943514 20.934347 0.146381
1.943518 21.005408 0.146381
1.943531 21.155806 0.146382
1.943533 20.780827 0.146382
1.943534 20.594709 0.146382
1.943570 20.944761 0.146383
1.943571 20.973415 0.146383
1.943603 20.893297 0.146385
1.943603 20.765250 0.146385
1.943642 21.199032 0.146386
1.943644 20.950933 0.146386
1.943675 20.932026 0.146388
1.943713 21.252727 0.146389
1.943769 21.075595 0.146391
1.943791 20.940651 0.146392
1.943810 20.734635 0.146393
1.943836 21.094847 0.146394
1.943837 21.000871 0.146394
1.943907 20.786348 0.146397
1.943907 20.963837 0.146397
1.943919 20.933551 0.146397
1.943922 20.969675 0.146397
1.943924 20.897019 0.146398
1.943968 21.043677 0.146399
1.943979 20.944123 0.146400
1.944006 20.860007 0.146401
1.944006 20.787849 0.146401
1.944018 21.059835 0.146401
